id,user_id,amount,transaction_type,origin_balance_before,origin_balance_after,location_country,is_fraud_ground_truth,occurred_at
T0027861,C100002945,1566.0,PAYMENT,8847.07,7281.07,US,False,2024-06-24 14:00:00
T0002814,C100000296,202.68,CASH_IN,100.19,302.87,BR,False,2024-06-24 14:00:00
T0000046,C100000004,1420.07,CASH_IN,11956.85,13376.92,SG,False,2024-06-24 14:00:00
T0014416,C100001539,1352.12,CASH_OUT,10184.64,8832.52,AU,False,2024-06-24 14:00:00
T0025368,C100002678,61.4,PAYMENT,61.4,0.0,NG,False,2024-06-24 15:00:00
T0018590,C100001966,299.71,CASH_OUT,1533.17,1233.46,DE,False,2024-06-24 15:00:00
T0010572,C100001128,452.64,CASH_OUT,8486.02,8033.38,BR,False,2024-06-24 15:00:00
T0020076,C100002125,266.34,CASH_IN,655.47,921.81,SG,False,2024-06-24 15:00:00
T0004030,C100000431,321.76,PAYMENT,1346.33,1024.57,SG,False,2024-06-24 15:00:00
T0012027,C100001284,245.64,PAYMENT,1691.04,1445.4,GB,False,2024-06-24 15:00:00
T0013247,C100001411,197.15,CASH_IN,821.02,1018.17,BR,False,2024-06-24 15:00:00
T0004006,C100000428,36.43,CASH_OUT,36.43,0.0,SG,False,2024-06-24 15:00:00
T0005455,C100000583,541.92,PAYMENT,2631.81,2089.89,FR,False,2024-06-24 15:00:00
T0008175,C100000880,223.71,PAYMENT,937.51,713.8,AU,False,2024-06-24 15:00:00
T0013397,C100001429,205.43,CASH_IN,1105.01,1310.44,CA,False,2024-06-24 15:00:00
T0004267,C100000458,48.82,PAYMENT,498.44,449.62,AU,False,2024-06-24 15:00:00
T0021198,C100002244,668.38,CASH_IN,12393.56,13061.94,FR,False,2024-06-24 15:00:00
T0000464,C100000048,1625.84,PAYMENT,3228.1,1602.26,GB,False,2024-06-24 15:00:00
T0018692,C100001977,72.65,CASH_OUT,1125.34,1052.69,GB,False,2024-06-24 15:00:00
T0015823,C100001691,1121.52,CASH_OUT,17897.96,16776.44,US,False,2024-06-24 15:00:00
T0002834,C100000299,35.62,CASH_IN,0.0,35.62,AU,False,2024-06-24 15:00:00
T0004968,C100000532,4588.27,CASH_OUT,4674.18,85.91,US,False,2024-06-24 15:00:00
T0017823,C100001891,514.72,CASH_OUT,6825.06,6310.34,BR,False,2024-06-24 15:00:00
T0005937,C100000635,860.83,PAYMENT,3597.13,2736.3,IN,False,2024-06-24 15:00:00
T0023312,C100002465,29.23,PAYMENT,499.07,469.84,BR,False,2024-06-24 15:00:00
T0001635,C100000172,177.37,PAYMENT,1058.7,881.33,IN,False,2024-06-24 15:00:00
T0018034,C100001912,268.49,TRANSFER,5662.22,5393.73,US,False,2024-06-24 15:00:00
T0008278,C100000889,124.14,PAYMENT,0.0,0.0,AU,False,2024-06-24 15:00:00
T0020654,C100002188,34.47,DEBIT,726.36,691.89,AU,False,2024-06-24 15:00:00
T0012041,C100001285,1584.14,PAYMENT,14789.71,13205.57,SG,False,2024-06-24 15:00:00
T0026912,C100002842,278.07,PAYMENT,3611.28,3333.21,BR,False,2024-06-24 15:00:00
T0001987,C100000207,291.64,PAYMENT,1256.3,964.66,AU,False,2024-06-24 15:00:00
T0027432,C100002900,102.16,CASH_OUT,710.13,607.97,CA,False,2024-06-24 15:00:00
T0013540,C100001442,22.11,CASH_IN,254.61,276.72,NG,False,2024-06-24 15:00:00
T0015720,C100001681,88.25,CASH_OUT,592.59,504.34,GB,False,2024-06-24 15:00:00
T0011009,C100001175,642.45,CASH_OUT,12471.2,11828.75,FR,False,2024-06-24 15:00:00
T0009427,C100001006,375.3,CASH_OUT,5096.26,4720.96,DE,False,2024-06-24 15:00:00
T0024657,C100002602,197.5,TRANSFER,201.36,3.86,US,False,2024-06-24 15:00:00
T0000998,C100000105,110.56,CASH_OUT,1387.32,1276.76,FR,False,2024-06-24 15:00:00
T0013727,C100001461,94.83,PAYMENT,94.83,0.0,CA,False,2024-06-24 15:00:00
T0010016,C100001072,114.01,PAYMENT,1800.8,1686.79,NG,False,2024-06-24 15:00:00
T0023124,C100002442,1443.63,CASH_OUT,0.0,0.0,CA,False,2024-06-24 15:00:00
T0005415,C100000580,568.49,PAYMENT,0.0,0.0,AU,False,2024-06-24 15:00:00
T0003206,C100000339,241.83,CASH_OUT,262.85,21.02,AU,False,2024-06-24 15:00:00
T0026585,C100002810,397.44,PAYMENT,2715.08,2317.64,NG,False,2024-06-24 15:00:00
T0018569,C100001964,1153.97,CASH_OUT,2979.1,1825.13,CA,False,2024-06-24 15:00:00
T0018483,C100001955,244.16,CASH_OUT,584.99,340.83,GB,False,2024-06-24 15:00:00
T0012618,C100001351,73.86,PAYMENT,1236.29,1162.43,BR,False,2024-06-24 15:00:00
T0015222,C100001628,220.71,CASH_IN,1579.61,1800.32,SG,False,2024-06-24 15:00:00
T0026018,C100002751,14.01,CASH_OUT,14.01,0.0,DE,False,2024-06-24 16:00:00
T0009491,C100001013,378.09,PAYMENT,9286.54,8908.45,IN,False,2024-06-24 16:00:00
T0024760,C100002613,1749.0,CASH_OUT,5981.44,4232.44,FR,False,2024-06-24 16:00:00
T0016551,C100001763,193.79,CASH_OUT,193.79,0.0,DE,False,2024-06-24 16:00:00
T0005578,C100000597,2310.45,PAYMENT,12755.16,10444.71,BR,False,2024-06-24 16:00:00
T0009758,C100001044,127.94,PAYMENT,901.64,773.7,IN,False,2024-06-24 16:00:00
T0004198,C100000448,552.28,CASH_OUT,2774.39,2222.11,NG,False,2024-06-24 16:00:00
T0017259,C100001832,478.83,CASH_OUT,3462.22,2983.39,FR,False,2024-06-24 16:00:00
T0026155,C100002766,29.71,CASH_OUT,310.97,281.26,FR,False,2024-06-24 16:00:00
T0027141,C100002868,103.95,CASH_OUT,0.0,0.0,CA,False,2024-06-24 16:00:00
T0014857,C100001587,61.93,PAYMENT,1177.66,1115.73,IN,False,2024-06-24 16:00:00
T0001779,C100000185,217.32,CASH_OUT,630.03,412.71,CA,False,2024-06-24 16:00:00
T0002692,C100000284,665.06,CASH_OUT,8951.8,8286.74,IN,False,2024-06-24 16:00:00
T0022446,C100002378,247.33,PAYMENT,0.0,0.0,IN,False,2024-06-24 16:00:00
T0000595,C100000062,83.37,CASH_IN,0.0,83.37,FR,False,2024-06-24 16:00:00
T0021647,C100002291,888.48,CASH_IN,4817.63,5706.11,AU,False,2024-06-24 16:00:00
T0019616,C100002080,2995.67,PAYMENT,4898.77,1903.1,NG,False,2024-06-24 16:00:00
T0009984,C100001069,434.44,CASH_OUT,2844.26,2409.82,GB,False,2024-06-24 16:00:00
T0006733,C100000724,1108.9,PAYMENT,17321.55,16212.65,US,False,2024-06-24 16:00:00
T0017913,C100001901,46.98,PAYMENT,370.11,323.13,NG,False,2024-06-24 16:00:00
T0026586,C100002810,196.08,TRANSFER,2317.64,2121.56,NG,False,2024-06-24 16:00:00
T0003400,C100000363,180.18,PAYMENT,2473.58,2293.4,AU,False,2024-06-24 16:00:00
T0018325,C100001941,61.95,CASH_IN,54.81,116.76,US,False,2024-06-24 16:00:00
T0018259,C100001934,81.86,CASH_IN,2385.08,2466.94,FR,False,2024-06-24 16:00:00
T0013866,C100001478,316.5,CASH_IN,1191.29,1507.79,AU,False,2024-06-24 16:00:00
T0018118,C100001920,67.51,CASH_OUT,291.57,224.06,CA,False,2024-06-24 16:00:00
T0009408,C100001005,219.47,CASH_OUT,970.43,750.96,BR,False,2024-06-24 16:00:00
T0018831,C100001992,5981.87,CASH_IN,6497.23,12479.1,CA,False,2024-06-24 16:00:00
T0022287,C100002361,176.17,TRANSFER,2137.19,1961.02,AU,False,2024-06-24 16:00:00
T0011410,C100001220,75.77,CASH_OUT,558.31,482.54,GB,False,2024-06-24 16:00:00
T0007168,C100000774,1006.99,CASH_OUT,2614.31,1607.32,IN,False,2024-06-24 16:00:00
T0007853,C100000847,283.1,CASH_IN,3987.6,4270.7,FR,False,2024-06-24 16:00:00
T0002785,C100000294,385.61,TRANSFER,0.0,0.0,IN,False,2024-06-24 16:00:00
T0008384,C100000899,170.01,CASH_OUT,1757.69,1587.68,CA,False,2024-06-24 16:00:00
T0019939,C100002112,875.85,CASH_IN,6484.51,7360.36,CA,False,2024-06-24 16:00:00
T0020065,C100002124,103.8,TRANSFER,335.47,231.67,GB,False,2024-06-24 16:00:00
T0004550,C100000490,75.74,CASH_IN,416.87,492.61,GB,False,2024-06-24 16:00:00
T0019182,C100002028,680.2,TRANSFER,680.2,0.0,SG,False,2024-06-24 16:00:00
T0022641,C100002397,156.16,PAYMENT,1917.46,1761.3,FR,False,2024-06-24 16:00:00
T0025420,C100002685,195.78,CASH_IN,1468.52,1664.3,IN,False,2024-06-24 16:00:00
T0021911,C100002320,466.91,CASH_OUT,12503.25,12036.34,FR,False,2024-06-24 16:00:00
T0008925,C100000956,405.76,PAYMENT,1416.04,1010.28,BR,False,2024-06-24 17:00:00
T0028470,C100002035,372.18,TRANSFER,1978.83,1606.65,GB,True,2024-06-24 17:00:00
T0022090,C100002340,548.2,PAYMENT,2685.62,2137.42,FR,False,2024-06-24 17:00:00
T0024257,C100002562,110.24,PAYMENT,110.24,0.0,SG,False,2024-06-24 17:00:00
T0010170,C100001088,211.79,CASH_OUT,4481.55,4269.76,CA,False,2024-06-24 17:00:00
T0000402,C100000041,98.13,CASH_OUT,2359.29,2261.16,DE,False,2024-06-24 17:00:00
T0026925,C100002843,51.09,PAYMENT,1573.35,1522.26,US,False,2024-06-24 17:00:00
T0016057,C100001717,22.76,PAYMENT,875.72,852.96,CA,False,2024-06-24 17:00:00
T0017447,C100001849,55.81,CASH_IN,1145.17,1200.98,CA,False,2024-06-24 17:00:00
T0024465,C100002583,152.36,CASH_OUT,1119.77,967.41,US,False,2024-06-24 17:00:00
T0008949,C100000958,97.03,PAYMENT,548.73,451.7,US,False,2024-06-24 17:00:00
T0000577,C100000061,103.06,CASH_IN,0.0,103.06,FR,False,2024-06-24 17:00:00
T0027663,C100002924,214.21,CASH_OUT,2054.14,1839.93,IN,False,2024-06-24 17:00:00
T0005466,C100000584,457.64,PAYMENT,3310.19,2852.55,SG,False,2024-06-24 17:00:00
T0004281,C100000459,80.1,CASH_IN,715.05,795.15,FR,False,2024-06-24 17:00:00
T0004595,C100000496,425.08,CASH_IN,6837.65,7262.73,GB,False,2024-06-24 17:00:00
T0026064,C100002755,389.43,CASH_IN,5534.58,5924.01,IN,False,2024-06-24 17:00:00
T0007077,C100000763,131.1,CASH_IN,717.33,848.43,NG,False,2024-06-24 17:00:00
T0003890,C100000416,146.89,CASH_OUT,424.91,278.02,NG,False,2024-06-24 17:00:00
T0018291,C100001937,109.89,CASH_IN,690.17,800.06,BR,False,2024-06-24 17:00:00
T0007761,C100000837,195.35,PAYMENT,0.0,0.0,BR,False,2024-06-24 17:00:00
T0023084,C100002439,126.87,PAYMENT,2447.43,2320.56,BR,False,2024-06-24 17:00:00
T0023983,C100002533,946.1,CASH_OUT,5629.47,4683.37,IN,False,2024-06-24 17:00:00
T0018632,C100001970,355.13,PAYMENT,802.32,447.19,AU,False,2024-06-24 17:00:00
T0004392,C100000471,51.6,PAYMENT,96.31,44.71,SG,False,2024-06-24 17:00:00
T0000931,C100000097,135.16,PAYMENT,2770.16,2635.0,FR,False,2024-06-24 17:00:00
T0020623,C100002184,534.38,CASH_IN,949.97,1484.35,SG,False,2024-06-24 17:00:00
T0005038,C100000542,534.12,CASH_OUT,2219.2,1685.08,US,False,2024-06-24 17:00:00
T0015326,C100001638,548.01,PAYMENT,0.0,0.0,NG,False,2024-06-24 17:00:00
T0005579,C100000597,1731.8,CASH_IN,10444.71,12176.51,BR,False,2024-06-24 17:00:00
T0005027,C100000540,443.66,PAYMENT,4101.48,3657.82,SG,False,2024-06-24 17:00:00
T0005315,C100000571,225.42,PAYMENT,4663.62,4438.2,AU,False,2024-06-24 17:00:00
T0007895,C100000852,71.76,PAYMENT,0.0,0.0,GB,False,2024-06-24 17:00:00
T0025267,C100002667,1571.9,CASH_OUT,5172.51,3600.61,AU,False,2024-06-24 17:00:00
T0021614,C100002287,518.45,CASH_OUT,1026.67,508.22,AU,False,2024-06-24 17:00:00
T0006781,C100000730,233.94,CASH_OUT,4093.98,3860.04,SG,False,2024-06-24 17:00:00
T0012622,C100001352,396.52,TRANSFER,396.52,0.0,BR,False,2024-06-24 17:00:00
T0006156,C100000660,303.15,TRANSFER,3514.62,3211.47,BR,False,2024-06-24 17:00:00
T0004540,C100000489,362.66,PAYMENT,362.66,0.0,SG,False,2024-06-24 17:00:00
T0012056,C100001286,15.06,CASH_OUT,15.06,0.0,SG,False,2024-06-24 17:00:00
T0017175,C100001824,395.15,PAYMENT,1273.81,878.66,IN,False,2024-06-24 17:00:00
T0013432,C100001432,198.96,PAYMENT,198.96,0.0,AU,False,2024-06-24 17:00:00
T0015997,C100001711,187.91,CASH_OUT,1624.42,1436.51,SG,False,2024-06-24 17:00:00
T0017154,C100001822,108.64,CASH_OUT,1657.08,1548.44,DE,False,2024-06-24 17:00:00
T0025185,C100002659,496.94,PAYMENT,6687.62,6190.68,SG,False,2024-06-24 17:00:00
T0007737,C100000835,375.23,CASH_IN,0.0,375.23,SG,False,2024-06-24 17:00:00
T0024160,C100002551,1040.43,TRANSFER,4864.76,3824.33,FR,False,2024-06-24 17:00:00
T0025120,C100002654,635.27,CASH_IN,4225.09,4860.36,DE,False,2024-06-24 17:00:00
T0025369,C100002678,358.07,CASH_OUT,0.0,0.0,GB,False,2024-06-24 17:00:00
T0002472,C100000257,106.95,CASH_OUT,302.93,195.98,GB,False,2024-06-24 17:00:00
T0000720,C100000075,199.36,PAYMENT,2231.27,2031.91,SG,False,2024-06-24 18:00:00
T0022563,C100002389,178.47,CASH_IN,868.99,1047.46,AU,False,2024-06-24 18:00:00
T0025034,C100002644,116.12,CASH_OUT,2104.88,1988.76,NG,False,2024-06-24 18:00:00
T0022792,C100002412,132.69,CASH_IN,991.94,1124.63,DE,False,2024-06-24 18:00:00
T0011024,C100001176,2572.63,CASH_OUT,2572.63,0.0,IN,False,2024-06-24 18:00:00
T0016610,C100001770,298.33,PAYMENT,1021.07,722.74,DE,False,2024-06-24 18:00:00
T0013346,C100001423,146.09,PAYMENT,704.79,558.7,IN,False,2024-06-24 18:00:00
T0019193,C100002029,1277.13,CASH_OUT,2270.92,993.79,DE,False,2024-06-24 18:00:00
T0000784,C100000082,93.64,PAYMENT,1028.19,934.55,DE,False,2024-06-24 18:00:00
T0003511,C100000378,808.6,PAYMENT,2358.49,1549.89,AU,False,2024-06-24 18:00:00
T0000734,C100000076,296.25,PAYMENT,0.0,0.0,GB,False,2024-06-24 18:00:00
T0020338,C100002155,91.09,PAYMENT,706.1,615.01,AU,False,2024-06-24 18:00:00
T0014769,C100001578,295.04,TRANSFER,1998.09,1703.05,DE,False,2024-06-24 18:00:00
T0013355,C100001425,50.82,CASH_OUT,836.85,786.03,AU,False,2024-06-24 18:00:00
T0004565,C100000493,684.01,CASH_IN,3228.28,3912.29,SG,False,2024-06-24 18:00:00
T0010853,C100001158,216.49,CASH_IN,2373.35,2589.84,GB,False,2024-06-24 18:00:00
T0020294,C100002150,191.33,PAYMENT,1947.57,1756.24,GB,False,2024-06-24 18:00:00
T0011750,C100001256,2818.54,TRANSFER,0.0,0.0,FR,False,2024-06-24 18:00:00
T0000147,C100000014,149.09,PAYMENT,1746.13,1597.04,IN,False,2024-06-24 18:00:00
T0006661,C100000717,1813.89,TRANSFER,4976.52,3162.63,DE,False,2024-06-24 18:00:00
T0007911,C100000854,159.71,CASH_IN,2082.31,2242.02,IN,False,2024-06-24 18:00:00
T0020816,C100002205,263.92,CASH_OUT,1148.93,885.01,IN,False,2024-06-24 18:00:00
T0001335,C100000140,336.98,CASH_OUT,2522.07,2185.09,IN,False,2024-06-24 18:00:00
T0023135,C100002444,321.09,CASH_OUT,894.2,573.11,DE,False,2024-06-24 18:00:00
T0002381,C100000250,416.2,CASH_IN,3460.49,3876.69,FR,False,2024-06-24 18:00:00
T0011244,C100001203,1009.57,CASH_IN,0.0,1009.57,GB,False,2024-06-24 18:00:00
T0002757,C100000289,52.83,TRANSFER,238.2,185.37,GB,False,2024-06-24 18:00:00
T0001391,C100000146,328.9,CASH_OUT,6150.74,5821.84,DE,False,2024-06-24 18:00:00
T0005647,C100000602,69.71,CASH_OUT,0.0,0.0,GB,False,2024-06-24 18:00:00
T0011376,C100001217,105.98,TRANSFER,1798.44,1692.46,FR,False,2024-06-24 18:00:00
T0006359,C100000683,641.92,TRANSFER,4892.03,4250.11,BR,False,2024-06-24 18:00:00
T0005278,C100000566,860.06,CASH_OUT,1162.8,302.74,IN,False,2024-06-24 18:00:00
T0007865,C100000848,38.9,CASH_IN,246.67,285.57,SG,False,2024-06-24 18:00:00
T0006264,C100000672,400.85,CASH_IN,185.98,586.83,BR,False,2024-06-24 18:00:00
T0020794,C100002203,836.71,CASH_IN,4492.89,5329.6,NG,False,2024-06-24 18:00:00
T0025680,C100002712,27.98,TRANSFER,341.95,313.97,IN,False,2024-06-24 18:00:00
T0003992,C100000427,184.89,CASH_IN,3072.51,3257.4,IN,False,2024-06-24 19:00:00
T0023429,C100002475,51.12,CASH_IN,709.34,760.46,BR,False,2024-06-24 19:00:00
T0003145,C100000333,17.07,TRANSFER,43.95,26.88,AU,False,2024-06-24 19:00:00
T0011593,C100001240,85.46,PAYMENT,1952.95,1867.49,FR,False,2024-06-24 19:00:00
T0026003,C100002750,308.87,CASH_OUT,493.31,184.44,DE,False,2024-06-24 19:00:00
T0015998,C100001711,194.27,TRANSFER,1436.51,1242.24,SG,False,2024-06-24 19:00:00
T0026435,C100002796,169.13,CASH_OUT,427.09,257.96,AU,False,2024-06-24 19:00:00
T0006455,C100000694,168.71,CASH_OUT,408.54,239.83,FR,False,2024-06-24 19:00:00
T0020431,C100002164,2238.84,CASH_OUT,2238.84,0.0,FR,False,2024-06-24 19:00:00
T0026286,C100002781,28.85,PAYMENT,635.51,606.66,GB,False,2024-06-24 19:00:00
T0010105,C100001081,89.56,PAYMENT,0.0,0.0,AU,False,2024-06-24 19:00:00
T0004586,C100000494,1147.96,PAYMENT,4658.22,3510.26,CA,False,2024-06-24 19:00:00
T0005796,C100000620,36.51,CASH_IN,364.24,400.75,CA,False,2024-06-24 19:00:00
T0012973,C100001384,227.0,CASH_OUT,227.0,0.0,FR,False,2024-06-24 19:00:00
T0003207,C100000339,21.02,PAYMENT,21.02,0.0,AU,False,2024-06-24 19:00:00
T0016102,C100001721,244.63,PAYMENT,2204.02,1959.39,AU,False,2024-06-24 19:00:00
T0026271,C100002779,456.55,PAYMENT,3765.36,3308.81,GB,False,2024-06-24 19:00:00
T0025200,C100002660,491.09,CASH_OUT,1218.2,727.11,FR,False,2024-06-24 19:00:00
T0001426,C100000149,612.49,CASH_OUT,1499.57,887.08,GB,False,2024-06-24 19:00:00
T0004881,C100000524,92.01,CASH_OUT,691.68,599.67,DE,False,2024-06-24 19:00:00
T0023585,C100002492,69.16,CASH_OUT,69.16,0.0,GB,False,2024-06-24 19:00:00
T0026400,C100002792,250.15,CASH_IN,1311.45,1561.6,FR,False,2024-06-24 19:00:00
T0005288,C100000568,835.99,CASH_IN,2205.79,3041.78,SG,False,2024-06-24 19:00:00
T0015234,C100001630,95.84,CASH_OUT,2784.32,2688.48,GB,False,2024-06-24 19:00:00
T0015498,C100001657,163.18,PAYMENT,3573.72,3410.54,BR,False,2024-06-24 19:00:00
T0016023,C100001714,96.39,CASH_IN,1499.4,1595.79,US,False,2024-06-24 19:00:00
T0023925,C100002526,780.27,DEBIT,6238.47,5458.2,BR,False,2024-06-24 19:00:00
T0025757,C100002721,119.52,PAYMENT,278.44,158.92,IN,False,2024-06-24 19:00:00
T0002195,C100000227,336.37,TRANSFER,448.38,112.01,FR,False,2024-06-24 19:00:00
T0028384,C100000396,4283.02,TRANSFER,4283.02,0.0,NG,True,2024-06-24 19:00:00
T0017410,C100001847,283.74,PAYMENT,2384.87,2101.13,US,False,2024-06-24 19:00:00
T0025931,C100002742,244.57,TRANSFER,1074.39,829.82,AU,False,2024-06-24 19:00:00
T0004910,C100000528,120.84,PAYMENT,365.51,244.67,GB,False,2024-06-24 19:00:00
T0003165,C100000335,76.98,CASH_IN,425.56,502.54,DE,False,2024-06-24 19:00:00
T0027455,C100002902,20.9,PAYMENT,0.0,0.0,NG,False,2024-06-24 19:00:00
T0003861,C100000413,489.48,PAYMENT,0.0,0.0,US,False,2024-06-24 19:00:00
T0000923,C100000096,90.48,PAYMENT,3343.14,3252.66,GB,False,2024-06-24 19:00:00
T0002035,C100000211,275.89,CASH_IN,1403.95,1679.84,SG,False,2024-06-24 19:00:00
T0023963,C100002530,279.79,CASH_OUT,2167.32,1887.53,BR,False,2024-06-24 19:00:00
T0006542,C100000703,196.49,CASH_IN,0.0,196.49,CA,False,2024-06-24 19:00:00
T0004444,C100000478,42.2,PAYMENT,102.99,60.79,IN,False,2024-06-24 19:00:00
T0027505,C100002907,104.63,CASH_IN,1324.18,1428.81,CA,False,2024-06-24 19:00:00
T0016880,C100001794,96.32,CASH_OUT,0.0,0.0,FR,False,2024-06-24 20:00:00
T0005783,C100000618,47.13,CASH_IN,172.12,219.25,IN,False,2024-06-24 20:00:00
T0007318,C100000791,333.87,PAYMENT,892.3,558.43,GB,False,2024-06-24 20:00:00
T0011496,C100001229,388.98,CASH_OUT,1054.31,665.33,US,False,2024-06-24 20:00:00
T0010171,C100001088,605.49,CASH_OUT,4269.76,3664.27,CA,False,2024-06-24 20:00:00
T0009925,C100001062,63.97,PAYMENT,2017.18,1953.21,NG,False,2024-06-24 20:00:00
T0022692,C100002403,790.65,CASH_OUT,2440.26,1649.61,BR,False,2024-06-24 20:00:00
T0020530,C100002175,381.48,PAYMENT,2126.43,1744.95,GB,False,2024-06-24 20:00:00
T0028239,C100002988,781.5,CASH_IN,18631.12,19412.62,AU,False,2024-06-24 20:00:00
T0016832,C100001790,178.7,CASH_OUT,2176.33,1997.63,GB,False,2024-06-24 20:00:00
T0018539,C100001961,74.88,CASH_IN,847.38,922.26,BR,False,2024-06-24 20:00:00
T0016017,C100001713,148.08,CASH_OUT,1715.23,1567.15,IN,False,2024-06-24 20:00:00
T0008291,C100000890,115.24,CASH_OUT,839.14,723.9,BR,False,2024-06-24 20:00:00
T0005580,C100000597,1607.68,CASH_OUT,12176.51,10568.83,BR,False,2024-06-24 20:00:00
T0015802,C100001689,413.83,PAYMENT,3905.29,3491.46,SG,False,2024-06-24 20:00:00
T0015327,C100001638,588.47,PAYMENT,0.0,0.0,NG,False,2024-06-24 20:00:00
T0018933,C100002002,1166.69,CASH_OUT,1166.69,0.0,GB,False,2024-06-24 20:00:00
T0022288,C100002361,91.18,PAYMENT,1961.02,1869.84,BR,False,2024-06-24 20:00:00
T0006284,C100000675,87.34,CASH_IN,387.06,474.4,IN,False,2024-06-24 20:00:00
T0000959,C100000101,489.13,CASH_OUT,4125.19,3636.06,GB,False,2024-06-24 20:00:00
T0005846,C100000626,160.88,CASH_OUT,545.24,384.36,SG,False,2024-06-24 20:00:00
T0006417,C100000689,67.49,TRANSFER,128.6,61.11,GB,False,2024-06-24 20:00:00
T0020655,C100002188,65.64,CASH_IN,691.89,757.53,AU,False,2024-06-24 20:00:00
T0013977,C100001492,320.79,CASH_IN,5585.05,5905.84,NG,False,2024-06-24 20:00:00
T0002018,C100000209,145.89,CASH_OUT,186.24,40.35,DE,False,2024-06-24 20:00:00
T0009511,C100001016,136.19,CASH_OUT,1252.57,1116.38,DE,False,2024-06-24 20:00:00
T0021208,C100002245,79.99,DEBIT,612.56,532.57,AU,False,2024-06-24 20:00:00
T0018304,C100001939,228.09,CASH_IN,324.56,552.65,FR,False,2024-06-24 20:00:00
T0004468,C100000481,56.14,CASH_OUT,678.37,622.23,DE,False,2024-06-24 20:00:00
T0006466,C100000696,869.72,CASH_OUT,6337.51,5467.79,FR,False,2024-06-24 20:00:00
T0011817,C100001263,949.29,PAYMENT,0.0,0.0,DE,False,2024-06-24 20:00:00
T0006897,C100000741,114.08,CASH_IN,417.53,531.61,FR,False,2024-06-24 20:00:00
T0021328,C100002259,134.77,CASH_OUT,2372.02,2237.25,DE,False,2024-06-24 20:00:00
T0012691,C100001359,83.07,CASH_OUT,744.36,661.29,CA,False,2024-06-24 20:00:00
T0019142,C100002025,286.78,CASH_IN,386.69,673.47,GB,False,2024-06-24 20:00:00
T0026709,C100002824,254.66,CASH_OUT,1776.91,1522.25,BR,False,2024-06-24 20:00:00
T0021748,C100002302,237.14,CASH_IN,1318.69,1555.83,GB,False,2024-06-24 20:00:00
T0019154,C100002026,158.35,CASH_IN,372.35,530.7,IN,False,2024-06-24 20:00:00
T0011078,C100001182,99.99,CASH_OUT,1157.21,1057.22,GB,False,2024-06-24 20:00:00
T0005633,C100000601,226.66,PAYMENT,0.0,0.0,SG,False,2024-06-24 20:00:00
T0017574,C100001862,76.87,CASH_IN,1140.07,1216.94,AU,False,2024-06-24 21:00:00
T0018359,C100001944,295.96,PAYMENT,1565.79,1269.83,US,False,2024-06-24 21:00:00
T0027673,C100002925,876.56,CASH_OUT,8376.14,7499.58,GB,False,2024-06-24 21:00:00
T0027096,C100002864,178.61,PAYMENT,287.8,109.19,CA,False,2024-06-24 21:00:00
T0019784,C100002097,617.85,PAYMENT,9429.61,8811.76,FR,False,2024-06-24 21:00:00
T0020987,C100002224,304.39,CASH_IN,1335.53,1639.92,BR,False,2024-06-24 21:00:00
T0003231,C100000342,149.0,CASH_IN,729.28,878.28,US,False,2024-06-24 21:00:00
T0015095,C100001613,56.68,TRANSFER,117.26,60.58,BR,False,2024-06-24 21:00:00
T0014789,C100001579,823.27,PAYMENT,0.0,0.0,DE,False,2024-06-24 21:00:00
T0009226,C100000986,464.77,CASH_OUT,0.0,0.0,FR,False,2024-06-24 21:00:00
T0010507,C100001121,266.8,CASH_OUT,387.42,120.62,AU,False,2024-06-24 21:00:00
T0007703,C100000831,83.04,CASH_OUT,746.2,663.16,DE,False,2024-06-24 21:00:00
T0007838,C100000846,65.95,CASH_OUT,205.67,139.72,SG,False,2024-06-24 21:00:00
T0017448,C100001849,145.91,CASH_OUT,1200.98,1055.07,CA,False,2024-06-24 21:00:00
T0022119,C100002342,36.45,CASH_OUT,0.0,0.0,BR,False,2024-06-24 21:00:00
T0024784,C100002615,98.17,PAYMENT,2454.87,2356.7,SG,False,2024-06-24 21:00:00
T0021233,C100002248,346.09,PAYMENT,346.09,0.0,CA,False,2024-06-24 21:00:00
T0005672,C100000606,94.37,CASH_OUT,766.4,672.03,FR,False,2024-06-24 21:00:00
T0022953,C100002428,323.44,CASH_IN,3628.84,3952.28,US,False,2024-06-24 21:00:00
T0004445,C100000478,60.79,CASH_OUT,60.79,0.0,IN,False,2024-06-24 21:00:00
T0000403,C100000041,70.51,CASH_IN,2261.16,2331.67,DE,False,2024-06-24 21:00:00
T0022672,C100002400,1291.44,TRANSFER,6396.15,5104.71,AU,False,2024-06-24 21:00:00
T0013226,C100001409,98.99,CASH_IN,0.0,98.99,FR,False,2024-06-24 21:00:00
T0003286,C100000349,65.67,CASH_IN,760.82,826.49,SG,False,2024-06-24 21:00:00
T0003329,C100000356,162.74,PAYMENT,553.76,391.02,US,False,2024-06-24 21:00:00
T0019575,C100002073,34.8,CASH_OUT,476.96,442.16,SG,False,2024-06-24 21:00:00
T0013356,C100001425,171.49,CASH_OUT,786.03,614.54,AU,False,2024-06-24 21:00:00
T0009577,C100001024,1066.24,CASH_IN,5084.8,6151.04,IN,False,2024-06-24 21:00:00
T0026732,C100002825,193.36,CASH_IN,375.38,568.74,NG,False,2024-06-24 21:00:00
T0003360,C100000358,430.19,PAYMENT,1366.24,936.05,GB,False,2024-06-24 21:00:00
