user_id,account_created,home_country,typical_transaction_amount,travel_frequency
C100001290,2023-01-02,US,74.26,never
C100001291,2020-07-23,CA,122.81,rare
C100001292,2022-03-08,IN,371.96,frequent
C100001293,2023-11-26,US,364.03,frequent
C100001294,2020-03-12,CA,1720.1,never
C100001295,2021-11-27,CA,125.41,rare
C100001296,2022-11-21,IN,604.81,rare
C100001297,2021-04-08,SG,782.48,rare
C100001298,2021-11-04,US,495.04,rare
C100001299,2023-10-21,US,93.6,never
C100001300,2020-12-11,DE,1000.0,never
C100001301,2022-05-08,NG,836.58,frequent
C100001302,2021-03-07,GB,445.67,never
C100001303,2020-05-31,US,300.17,never
C100001304,2021-07-12,NG,306.77,never
C100001305,2021-04-16,SG,226.16,never
C100001306,2022-12-03,SG,464.42,frequent
C100001307,2022-12-28,SG,252.43,never
C100001308,2022-04-18,AU,104.74,never
C100001309,2020-07-31,NG,85.75,rare
C100001310,2021-11-13,BR,115.35,rare
C100001311,2022-07-23,AU,305.56,never
C100001312,2020-11-13,FR,238.18,never
C100001313,2020-07-30,US,303.49,never
C100001314,2020-05-21,SG,403.76,never
C100001315,2022-10-01,DE,130.67,never
C100001316,2021-02-21,CA,1059.61,never
C100001317,2021-08-10,IN,187.22,rare
C100001318,2022-02-28,AU,158.63,frequent
C100001319,2022-05-14,US,396.39,frequent
C100001320,2023-06-22,NG,39.0,never
C100001321,2022-11-05,IN,110.99,never
C100001322,2021-10-07,IN,652.67,frequent
C100001323,2020-06-13,DE,43.06,rare
C100001324,2020-07-12,CA,748.13,rare
C100001325,2023-03-09,FR,1108.91,never
C100001326,2021-04-05,AU,169.11,never
C100001327,2023-08-03,IN,327.61,rare
C100001328,2021-04-11,US,749.26,rare
C100001329,2022-08-01,AU,153.42,never
C100001330,2022-02-27,GB,582.76,frequent
C100001331,2021-02-09,DE,125.07,rare
C100001332,2022-04-04,AU,151.77,rare
C100001333,2020-10-04,AU,110.02,never
C100001334,2021-10-30,CA,344.69,rare
C100001335,2020-01-04,IN,778.97,rare
C100001336,2021-06-03,SG,203.54,never
C100001337,2022-10-05,FR,68.63,rare
C100001338,2020-11-19,SG,82.87,rare
C100001339,2022-04-28,BR,363.07,rare
C100001340,2021-10-30,US,1547.07,never
C100001341,2023-05-21,IN,362.75,frequent
C100001342,2023-06-15,IN,166.19,never
C100001343,2021-09-01,DE,526.46,never
C100001344,2023-03-11,FR,192.58,never
C100001345,2020-01-06,BR,167.62,never
C100001346,2020-07-27,US,93.84,never
C100001347,2021-03-05,GB,1000.69,never
C100001348,2021-01-16,SG,19.31,rare
C100001349,2021-08-03,FR,543.41,never
C100001350,2023-09-07,NG,153.89,frequent
C100001351,2022-05-20,BR,162.33,never
C100001352,2021-12-24,BR,1329.18,rare
C100001353,2020-05-03,IN,119.81,frequent
C100001354,2023-01-23,IN,123.96,rare
C100001355,2021-12-22,AU,214.78,rare
C100001356,2022-07-28,CA,370.13,rare
C100001357,2023-05-24,DE,157.3,never
C100001358,2023-07-08,NG,50.71,never
C100001359,2022-06-28,CA,102.96,never
C100001360,2023-08-07,US,881.24,never
C100001361,2023-08-28,SG,263.69,never
C100001362,2022-07-19,IN,384.17,never
C100001363,2023-02-17,CA,188.4,frequent
C100001364,2021-09-30,BR,126.53,frequent
C100001365,2023-11-07,AU,1309.72,rare
C100001366,2022-09-27,GB,202.72,rare
C100001367,2022-02-22,GB,157.06,never
C100001368,2020-02-24,CA,732.26,never
C100001369,2021-06-08,BR,118.82,rare
C100001370,2020-06-21,BR,135.0,rare
C100001371,2022-07-30,GB,247.21,never
C100001372,2022-02-27,DE,244.76,never
C100001373,2022-04-10,AU,317.23,never
C100001374,2020-06-12,FR,1981.62,never
C100001375,2020-03-01,BR,342.49,never
C100001376,2020-02-25,FR,22.69,never
C100001377,2020-12-22,DE,339.1,rare
C100001378,2021-12-13,GB,254.14,frequent
C100001379,2021-10-20,CA,255.56,rare
C100001380,2020-01-30,CA,312.92,rare
C100001381,2022-10-22,GB,237.77,rare
C100001382,2022-07-25,FR,232.15,never
C100001383,2020-05-29,BR,451.71,rare
C100001384,2022-05-29,FR,142.3,never
C100001385,2022-12-31,SG,94.85,rare
C100001386,2021-09-22,DE,5033.05,never
C100001387,2022-08-24,US,119.6,frequent
C100001388,2020-06-07,FR,270.47,frequent
C100001389,2020-05-12,BR,54.84,never
C100001390,2022-09-21,GB,274.92,never
C100001391,2021-11-05,AU,96.23,never
C100001392,2020-01-25,US,157.2,rare
C100001393,2021-01-05,US,695.8,rare
C100001394,2023-01-28,BR,392.29,never
C100001395,2021-08-10,BR,431.99,rare
C100001396,2021-06-29,DE,41.63,never
C100001397,2021-05-12,DE,1535.94,never
C100001398,2023-10-28,US,74.3,never
C100001399,2022-09-30,NG,1128.41,rare
C100001400,2020-07-28,FR,679.63,never
C100001401,2022-12-22,GB,435.87,never
C100001402,2022-09-30,FR,104.06,never
C100001403,2022-08-28,CA,284.74,frequent
C100001404,2023-03-24,DE,152.79,rare
C100001405,2023-04-24,AU,251.9,frequent
C100001406,2022-07-24,DE,190.59,rare
C100001407,2020-06-30,GB,31.86,rare
C100001408,2023-11-30,DE,751.28,never
C100001409,2022-10-23,FR,225.63,rare
C100001410,2023-09-07,GB,150.69,never
C100001411,2021-09-21,BR,139.72,never
C100001412,2022-12-09,FR,350.18,never
C100001413,2020-10-26,SG,100.11,never
C100001414,2021-08-18,IN,25.66,frequent
C100001415,2020-11-07,IN,367.65,frequent
C100001416,2021-06-08,IN,411.21,rare
C100001417,2022-03-16,GB,200.41,never
C100001418,2020-07-19,SG,77.64,frequent
C100001419,2022-01-20,GB,267.45,rare
C100001420,2020-03-14,SG,56.57,never
C100001421,2020-01-10,CA,87.6,rare
C100001422,2021-08-12,SG,115.5,rare
C100001423,2021-04-12,IN,569.03,never
C100001424,2022-12-02,FR,170.27,rare
C100001425,2020-09-24,AU,156.36,rare
C100001426,2021-04-16,DE,1727.95,never
C100001427,2020-05-21,IN,348.09,never
C100001428,2022-11-16,SG,343.43,rare
C100001429,2020-11-01,CA,169.07,rare
C100001430,2022-01-29,CA,134.78,frequent
C100001431,2023-03-13,US,27.48,rare
C100001432,2023-04-02,AU,644.67,rare
C100001433,2021-09-20,GB,383.11,rare
C100001434,2022-09-02,BR,204.55,rare
C100001435,2023-07-10,CA,213.32,rare
C100001436,2022-04-01,NG,510.88,never
C100001437,2021-05-13,CA,51.69,rare
C100001438,2022-09-02,FR,135.66,rare
C100001439,2020-03-06,FR,78.55,rare
C100001440,2020-11-13,FR,1438.72,frequent
C100001441,2021-11-29,FR,587.37,rare
C100001442,2020-04-05,NG,27.04,never
C100001443,2022-03-23,IN,53.85,never
C100001444,2023-05-17,SG,214.36,never
C100001445,2023-10-12,IN,152.56,never
C100001446,2020-03-31,FR,65.08,never
C100001447,2020-02-29,GB,1710.88,never
C100001448,2021-01-09,BR,334.47,never
C100001449,2023-07-08,AU,393.4,never
C100001450,2022-10-09,AU,122.48,rare
C100001451,2023-10-05,DE,503.85,rare
C100001452,2023-09-20,IN,167.26,never
C100001453,2022-12-16,SG,184.32,never
C100001454,2021-09-05,NG,450.79,never
C100001455,2023-08-31,US,47.99,never
C100001456,2020-01-25,BR,1208.37,never
C100001457,2022-02-20,US,293.65,never
C100001458,2022-11-20,GB,880.9,never
C100001459,2021-11-24,NG,83.48,frequent
C100001460,2020-10-29,GB,97.21,rare
C100001461,2022-09-12,FR,76.56,rare
C100001462,2023-09-26,BR,314.28,never
C100001463,2023-09-21,NG,261.38,never
C100001464,2020-08-01,IN,153.79,frequent
C100001465,2023-06-26,US,88.76,never
C100001466,2021-06-07,SG,68.95,rare
C100001467,2022-06-01,CA,233.11,frequent
C100001468,2020-11-16,AU,153.61,rare
C100001469,2023-09-07,SG,123.27,never
C100001470,2020-05-28,IN,1149.51,rare
C100001471,2021-03-09,AU,225.35,never
C100001472,2022-02-28,IN,871.35,never
C100001473,2023-02-09,GB,143.56,never
C100001474,2020-02-04,AU,312.55,frequent
C100001475,2022-09-27,FR,231.49,rare
C100001476,2021-12-31,CA,44.81,never
C100001477,2022-05-18,FR,1020.8,never
C100001478,2023-01-07,AU,213.76,rare
C100001479,2022-04-16,BR,516.16,frequent
C100001480,2023-04-30,IN,115.35,never
C100001481,2023-11-30,DE,207.51,never
C100001482,2022-10-14,AU,102.84,frequent
C100001483,2023-06-25,US,842.18,frequent
C100001484,2022-04-18,IN,334.09,frequent
C100001485,2020-07-17,FR,353.21,never
C100001486,2023-04-14,BR,951.64,never
C100001487,2023-12-01,DE,777.7,never
C100001488,2023-06-27,NG,526.02,never
C100001489,2021-12-06,FR,59.04,frequent
C100001490,2022-11-04,GB,122.04,never
C100001491,2022-01-02,GB,89.67,rare
C100001492,2023-10-22,NG,506.5,frequent
C100001493,2022-08-13,DE,290.22,frequent
C100001494,2022-04-25,FR,60.92,rare
C100001495,2022-03-26,NG,202.6,frequent
C100001496,2021-10-05,FR,54.92,never
C100001497,2020-11-11,FR,232.02,never
C100001498,2022-02-02,DE,46.74,never
C100001499,2020-08-17,FR,415.23,frequent
C100001500,2021-11-05,NG,357.08,frequent
C100001501,2022-11-25,BR,1649.04,never
C100001502,2023-01-09,CA,571.28,never
C100001503,2022-08-28,SG,160.31,never
C100001504,2021-07-31,US,554.5,never
C100001505,2022-12-21,FR,60.48,rare
C100001506,2020-05-04,DE,93.46,never
C100001507,2022-01-15,BR,341.43,rare
C100001508,2020-07-16,DE,28.27,rare
C100001509,2021-03-30,CA,235.77,never
C100001510,2022-08-13,DE,88.21,never
C100001511,2023-01-10,BR,270.78,frequent
C100001512,2021-01-03,GB,83.28,rare
C100001513,2022-08-17,CA,374.0,never
C100001514,2022-12-14,CA,249.47,never
C100001515,2020-04-11,SG,992.64,frequent
C100001516,2022-01-11,FR,246.35,rare
C100001517,2023-09-24,US,113.45,rare
C100001518,2021-12-25,SG,191.16,rare
C100001519,2022-02-12,IN,63.8,frequent
C100001520,2020-07-15,CA,367.28,never
C100001521,2021-02-18,NG,441.36,rare
C100001522,2023-03-04,BR,2890.53,never
C100001523,2023-05-01,CA,131.39,rare
C100001524,2021-07-22,AU,187.21,frequent
C100001525,2023-09-26,IN,137.58,frequent
C100001526,2022-09-02,US,302.51,rare
C100001527,2023-05-19,US,358.41,rare
C100001528,2023-11-03,IN,231.97,frequent
C100001529,2020-04-28,BR,725.11,frequent
C100001530,2023-07-27,US,132.03,rare
C100001531,2023-11-19,GB,656.01,never
C100001532,2020-04-07,SG,419.26,never
C100001533,2023-03-08,SG,241.77,frequent
C100001534,2020-09-21,US,178.58,rare
C100001535,2023-10-19,BR,2770.18,rare
C100001536,2023-04-27,US,108.09,rare
C100001537,2023-06-27,SG,329.62,never
C100001538,2021-02-26,AU,115.56,never
C100001539,2021-06-29,AU,1459.17,rare
C100001540,2022-01-22,BR,593.97,never
C100001541,2022-12-22,NG,124.17,rare
C100001542,2023-07-28,CA,408.54,rare
C100001543,2021-09-10,NG,316.62,rare
C100001544,2023-01-07,IN,145.97,never
C100001545,2021-08-11,SG,522.26,rare
C100001546,2021-03-24,BR,361.15,never
C100001547,2020-08-05,AU,303.6,never
C100001548,2021-12-26,BR,234.65,never
C100001549,2023-11-26,AU,376.55,never
C100001550,2022-10-27,US,307.78,frequent
C100001551,2020-07-30,US,259.59,frequent
C100001552,2021-10-31,US,128.89,never
C100001553,2021-06-30,BR,1331.11,rare
C100001554,2022-02-16,SG,85.59,rare
C100001555,2023-04-14,DE,375.27,rare
C100001556,2020-05-29,GB,177.64,frequent
C100001557,2020-11-22,AU,1421.61,rare
C100001558,2020-01-09,SG,99.14,never
C100001559,2020-07-27,NG,117.3,never
C100001560,2022-10-12,IN,92.78,never
C100001561,2022-12-04,IN,338.14,frequent
C100001562,2022-12-12,US,61.99,rare
C100001563,2020-04-28,GB,151.63,never
C100001564,2021-09-27,AU,28.44,never
C100001565,2022-02-21,FR,311.2,frequent
C100001566,2020-02-17,SG,148.38,never
C100001567,2021-07-23,SG,55.25,rare
C100001568,2020-05-11,FR,724.59,rare
C100001569,2020-01-24,DE,66.18,never
C100001570,2023-08-11,NG,542.91,never
C100001571,2022-07-04,US,121.38,never
C100001572,2021-01-17,IN,1213.87,never
C100001573,2020-09-26,AU,517.78,rare
C100001574,2023-05-04,SG,89.3,rare
C100001575,2022-09-03,SG,97.8,never
C100001576,2021-10-10,US,448.33,rare
C100001577,2020-10-16,GB,188.22,never
C100001578,2023-06-24,DE,206.57,never
C100001579,2021-07-26,DE,873.26,rare
C100001580,2022-10-05,GB,115.74,rare
C100001581,2023-01-27,CA,268.08,rare
C100001582,2021-11-25,GB,635.64,never
C100001583,2022-04-19,SG,549.56,rare
C100001584,2021-06-06,BR,208.59,never
C100001585,2022-09-04,NG,183.29,frequent
C100001586,2020-09-11,DE,43.0,rare
C100001587,2023-08-13,FR,85.09,frequent
C100001588,2020-07-18,NG,336.42,never
C100001589,2023-10-21,DE,213.18,never
C100001590,2021-01-14,NG,263.73,rare
C100001591,2022-07-25,US,691.77,never
C100001592,2022-06-02,US,74.64,rare
C100001593,2023-11-05,SG,193.22,rare
C100001594,2021-03-03,NG,295.51,frequent
C100001595,2023-04-10,US,121.01,never
C100001596,2021-05-04,AU,1024.01,frequent
C100001597,2021-01-29,US,607.04,never
C100001598,2020-08-11,CA,327.06,never
C100001599,2021-02-23,SG,1471.79,rare
C100001600,2022-09-27,CA,54.66,never
C100001601,2021-01-10,CA,242.81,frequent
C100001602,2020-09-07,FR,352.95,frequent
C100001603,2022-09-05,SG,98.05,frequent
C100001604,2023-06-08,DE,330.54,frequent
C100001605,2020-06-08,IN,80.92,rare
C100001606,2023-05-05,DE,488.12,never
C100001607,2021-08-05,IN,704.74,frequent
C100001608,2022-12-30,AU,321.29,never
C100001609,2023-06-05,IN,38.37,rare
C100001610,2020-11-17,US,93.06,never
C100001611,2023-05-11,FR,430.4,rare
C100001612,2021-04-18,SG,249.93,never
C100001613,2021-03-16,BR,16.54,never
C100001614,2023-09-07,BR,847.96,never
C100001615,2023-03-30,IN,280.52,never
C100001616,2020-10-23,DE,107.87,never
C100001617,2021-12-07,BR,661.79,never
C100001618,2023-06-12,NG,124.27,never
C100001619,2020-01-14,AU,122.92,rare
C100001620,2022-11-19,NG,350.15,never
C100001621,2023-11-27,CA,1452.5,rare
C100001622,2020-04-20,AU,1240.89,never
C100001623,2023-11-09,US,350.62,rare
C100001624,2021-10-02,FR,388.54,never
C100001625,2020-01-12,FR,539.96,rare
C100001626,2021-08-28,US,69.62,rare
C100001627,2021-08-18,GB,465.98,rare
C100001628,2022-05-26,SG,117.44,never
C100001629,2023-06-04,FR,336.46,rare
C100001630,2021-09-05,GB,194.91,never
C100001631,2020-05-28,DE,403.92,never
C100001632,2023-07-25,DE,275.37,never
C100001633,2020-06-22,GB,11.32,rare
C100001634,2022-04-18,GB,292.62,never
C100001635,2021-10-27,SG,465.05,rare
C100001636,2023-04-10,AU,382.19,never
C100001637,2021-06-26,IN,220.83,never
C100001638,2023-03-17,NG,1264.16,never
C100001639,2022-11-07,CA,334.08,never
C100001640,2021-02-04,AU,379.05,rare
C100001641,2023-09-21,US,695.4,rare
C100001642,2022-03-03,CA,351.63,rare
C100001643,2021-08-04,US,99.68,never
C100001644,2023-05-28,US,21.36,never
C100001645,2022-10-07,IN,151.85,frequent
C100001646,2022-07-29,SG,523.71,never
C100001647,2021-04-28,US,171.9,never
C100001648,2020-02-05,DE,545.21,frequent
C100001649,2020-08-24,DE,283.93,never
C100001650,2023-03-06,FR,887.2,never
C100001651,2023-11-07,CA,182.14,never
C100001652,2023-09-19,FR,390.57,rare
C100001653,2021-08-03,DE,405.81,never
C100001654,2023-04-23,GB,1098.39,rare
C100001655,2023-01-06,GB,44.41,never
C100001656,2020-08-08,GB,154.72,never
C100001657,2020-07-01,BR,571.64,never
C100001658,2020-08-20,IN,1148.14,rare
C100001659,2022-12-05,IN,311.09,never
C100001660,2021-06-29,AU,182.6,rare
C100001661,2021-07-12,BR,521.71,never
C100001662,2023-03-13,GB,583.3,never
C100001663,2021-10-02,FR,170.77,never
C100001664,2021-11-11,FR,340.46,rare
C100001665,2022-05-15,AU,796.74,never
C100001666,2020-12-23,FR,1620.45,rare
C100001667,2021-04-08,GB,514.2,frequent
C100001668,2021-11-01,SG,255.73,rare
C100001669,2021-01-29,IN,231.81,rare
C100001670,2020-12-06,US,427.26,rare
C100001671,2021-09-13,NG,217.96,rare
C100001672,2022-11-15,DE,295.79,never
C100001673,2020-12-13,AU,84.96,rare
C100001674,2021-02-09,AU,895.21,frequent
C100001675,2020-01-26,FR,78.24,never
C100001676,2023-05-02,BR,158.84,frequent
C100001677,2022-04-12,BR,269.78,rare
C100001678,2020-04-20,NG,1791.82,never
C100001679,2021-11-27,US,160.34,frequent
C100001680,2020-03-25,FR,125.71,never
C100001681,2023-11-15,GB,141.06,never
C100001682,2023-10-13,NG,1285.49,never
C100001683,2020-10-20,US,14.7,rare
C100001684,2022-07-08,BR,89.77,never
C100001685,2021-11-19,SG,3756.67,frequent
C100001686,2022-03-30,CA,441.81,never
C100001687,2022-04-28,DE,80.96,never
C100001688,2020-03-29,US,234.65,rare
C100001689,2023-07-21,SG,261.77,never
C100001690,2020-11-23,US,570.28,rare
C100001691,2020-06-08,US,1539.95,never
C100001692,2021-05-06,CA,360.88,frequent
C100001693,2022-05-17,AU,142.62,rare
C100001694,2023-04-18,SG,537.58,never
C100001695,2021-03-31,AU,121.72,never
C100001696,2022-01-31,US,87.07,never
C100001697,2023-05-03,US,42.1,frequent
C100001698,2022-07-06,FR,51.16,rare
C100001699,2020-02-26,US,99.84,never
C100001700,2022-11-18,AU,75.35,never
C100001701,2023-03-22,US,334.7,frequent
C100001702,2021-04-01,BR,73.74,never
C100001703,2023-02-20,AU,10.55,rare
C100001704,2020-04-26,SG,86.15,rare
C100001705,2020-07-22,DE,152.65,never
C100001706,2020-01-26,IN,133.56,rare
C100001707,2020-05-07,BR,1118.25,never
C100001708,2022-12-19,SG,132.48,never
C100001709,2023-02-02,IN,590.47,frequent
C100001710,2022-07-31,DE,240.09,rare
C100001711,2022-01-30,SG,234.56,rare
C100001712,2020-06-22,AU,106.13,rare
C100001713,2021-01-18,IN,230.72,never
C100001714,2021-05-25,US,113.85,rare
C100001715,2020-06-24,BR,290.04,rare
C100001716,2021-05-23,AU,193.2,never
C100001717,2022-06-08,CA,95.14,never
C100001718,2022-04-21,IN,659.77,rare
C100001719,2021-11-23,GB,374.97,rare
C100001720,2023-07-29,BR,156.33,never
C100001721,2021-01-06,AU,283.01,frequent
C100001722,2021-05-13,CA,225.02,never
C100001723,2021-01-21,US,102.76,never
C100001724,2021-10-30,DE,262.56,never
C100001725,2020-11-08,IN,131.5,rare
C100001726,2020-03-14,US,95.11,never
C100001727,2021-09-08,AU,48.29,never
C100001728,2022-03-07,GB,170.95,never
C100001729,2023-07-06,NG,431.37,rare
C100001730,2020-11-14,CA,122.16,rare
C100001731,2020-05-19,NG,3043.33,never
C100001732,2021-03-07,SG,593.29,frequent
C100001733,2020-07-13,DE,901.74,never
C100001734,2020-07-19,AU,541.99,never
C100001735,2020-10-17,IN,1560.66,rare
C100001736,2021-12-13,US,111.39,rare
C100001737,2023-07-13,FR,18.9,never
C100001738,2023-11-28,FR,156.63,rare
C100001739,2023-02-13,BR,427.61,never
C100001740,2022-03-26,DE,284.72,rare
C100001741,2021-01-03,IN,322.3,rare
C100001742,2022-02-19,IN,916.82,frequent
C100001743,2023-10-30,FR,358.55,never
C100001744,2023-02-05,NG,543.98,rare
C100001745,2020-02-01,FR,95.63,rare
C100001746,2020-01-20,SG,81.83,never
C100001747,2022-06-11,DE,1229.19,never
C100001748,2020-10-07,AU,270.67,frequent
C100001749,2021-02-07,FR,131.21,never
C100001750,2020-04-10,US,131.45,rare
C100001751,2020-06-11,GB,127.85,never
C100001752,2021-06-16,AU,120.43,rare
C100001753,2022-05-17,AU,67.82,never
C100001754,2021-06-19,DE,54.58,frequent
C100001755,2022-09-02,NG,201.34,rare
C100001756,2022-07-23,BR,135.24,never
C100001757,2021-07-15,GB,740.38,rare
C100001758,2021-09-06,IN,328.02,rare
C100001759,2021-08-24,NG,319.04,never
C100001760,2022-05-31,CA,116.38,never
C100001761,2022-04-26,AU,216.8,rare
C100001762,2023-11-18,US,351.08,rare
C100001763,2021-07-25,DE,500.79,never
C100001764,2021-08-31,IN,222.76,frequent
C100001765,2020-04-04,GB,719.91,never
C100001766,2021-12-11,BR,246.65,never
C100001767,2022-02-02,US,540.69,rare
C100001768,2023-08-28,GB,149.93,never
C100001769,2023-02-24,US,39.94,never
C100001770,2022-08-06,DE,320.01,rare
C100001771,2022-06-11,SG,505.39,never
C100001772,2022-07-02,GB,435.0,never
C100001773,2022-05-18,CA,373.23,rare
C100001774,2020-11-28,DE,172.68,rare
C100001775,2023-05-29,US,109.21,rare
C100001776,2022-08-14,FR,424.85,rare
C100001777,2023-04-14,SG,374.82,never
C100001778,2022-09-18,GB,139.64,never
C100001779,2021-03-29,US,742.06,rare
C100001780,2023-09-27,AU,101.2,never
C100001781,2022-08-04,BR,136.52,never
C100001782,2023-10-30,FR,1256.93,rare
C100001783,2020-03-07,SG,583.23,rare
C100001784,2021-01-27,AU,171.06,rare
C100001785,2022-12-19,FR,326.16,never
C100001786,2023-02-22,BR,285.66,never
C100001787,2023-07-14,US,15.71,never
C100001788,2022-01-25,FR,98.84,rare
C100001789,2020-12-20,BR,232.56,never
C100001790,2021-08-19,GB,171.3,never
C100001791,2020-06-21,CA,313.28,never
C100001792,2022-07-29,CA,757.09,rare
C100001793,2022-10-31,DE,177.41,rare
C100001794,2022-01-18,FR,84.97,never
C100001795,2023-02-17,GB,338.61,never
C100001796,2020-02-06,BR,176.51,never
C100001797,2023-03-12,GB,209.34,never
C100001798,2022-01-17,FR,182.77,rare
C100001799,2021-11-16,BR,2302.7,never
C100001800,2023-09-12,NG,26.03,rare
C100001801,2022-02-01,BR,165.95,rare
C100001802,2022-02-20,DE,243.79,frequent
C100001803,2022-11-27,SG,112.04,frequent
C100001804,2023-06-03,NG,601.74,never
C100001805,2023-09-29,SG,551.84,never
C100001806,2023-11-20,IN,233.28,never
C100001807,2022-01-13,AU,186.67,rare
C100001808,2023-07-27,FR,218.77,never
C100001809,2020-03-01,AU,220.35,never
C100001810,2022-12-18,DE,226.25,never
C100001811,2021-05-13,DE,202.76,never
C100001812,2021-04-13,BR,314.96,rare
C100001813,2021-12-24,BR,519.68,rare
C100001814,2020-06-17,SG,71.5,rare
C100001815,2023-06-27,DE,85.57,frequent
C100001816,2023-01-02,AU,42.58,never
C100001817,2022-12-07,FR,581.96,never
C100001818,2023-05-23,BR,314.29,never
C100001819,2022-10-07,CA,405.56,rare
C100001820,2022-09-11,BR,58.59,rare
C100001821,2020-12-04,NG,1458.19,never
C100001822,2022-09-27,CA,133.11,frequent
C100001823,2020-06-27,CA,289.51,never
C100001824,2020-11-23,IN,575.01,never
C100001825,2020-05-22,IN,91.2,rare
C100001826,2023-07-05,GB,141.69,frequent
C100001827,2020-01-25,BR,292.71,rare
C100001828,2021-07-08,CA,4261.91,frequent
C100001829,2020-01-28,IN,330.67,never
C100001830,2022-07-13,FR,1219.7,rare
C100001831,2020-03-10,GB,817.03,rare
C100001832,2021-08-13,FR,353.54,rare
C100001833,2023-08-22,DE,90.99,never
C100001834,2022-04-25,CA,706.1,frequent
C100001835,2023-05-19,BR,54.7,never
C100001836,2020-03-26,GB,1213.03,never
C100001837,2022-09-23,US,298.87,frequent
C100001838,2023-01-19,AU,17.28,frequent
C100001839,2021-10-03,CA,174.08,frequent
C100001840,2022-04-04,SG,470.57,frequent
C100001841,2023-07-17,GB,193.06,never
C100001842,2020-09-21,US,500.2,frequent
C100001843,2020-08-10,GB,104.58,never
C100001844,2021-01-04,SG,66.29,rare
C100001845,2021-07-04,SG,227.82,never
C100001846,2022-05-06,AU,252.54,rare
C100001847,2021-10-18,US,172.71,rare
C100001848,2021-11-17,GB,834.88,rare
C100001849,2023-04-10,CA,104.56,never
C100001850,2023-08-08,CA,334.68,never
C100001851,2022-12-05,SG,261.9,never
C100001852,2022-02-21,GB,51.59,never
C100001853,2023-04-17,US,65.43,rare
C100001854,2023-07-03,US,247.62,never
C100001855,2020-08-01,NG,1774.37,rare
C100001856,2022-06-14,AU,436.71,never
C100001857,2021-08-19,NG,43.57,never
C100001858,2021-11-13,DE,10.91,rare
C100001859,2021-01-15,SG,509.31,never
C100001860,2021-01-09,US,222.25,never
C100001861,2022-10-05,AU,766.06,never
C100001862,2020-08-07,AU,101.42,never
C100001863,2022-06-20,SG,347.31,rare
C100001864,2020-08-25,AU,570.31,never
C100001865,2022-05-03,BR,156.42,never
C100001866,2023-06-27,IN,159.8,rare
C100001867,2020-12-11,FR,250.95,rare
C100001868,2023-10-20,CA,421.02,rare
C100001869,2020-11-23,NG,241.21,never
C100001870,2023-10-02,GB,648.07,frequent
C100001871,2023-02-10,CA,154.17,never
C100001872,2021-07-23,US,64.82,never
C100001873,2020-03-26,BR,1766.89,frequent
C100001874,2022-04-27,GB,133.67,rare
C100001875,2023-06-13,NG,138.6,rare
C100001876,2023-01-03,IN,229.11,frequent
C100001877,2020-05-30,IN,261.7,never
C100001878,2021-01-27,NG,166.22,rare
C100001879,2023-07-12,SG,240.46,rare
C100001880,2022-05-31,FR,235.15,never
C100001881,2022-11-19,CA,291.44,never
C100001882,2023-03-23,IN,23.16,never
C100001883,2020-08-09,GB,1605.0,frequent
C100001884,2021-07-02,US,211.18,never
C100001885,2023-03-21,DE,437.3,never
C100001886,2021-05-16,NG,61.68,rare
C100001887,2022-04-20,BR,152.78,rare
C100001888,2023-09-06,FR,124.92,never
C100001889,2022-02-27,IN,1063.93,rare
C100001890,2023-03-13,AU,136.21,rare
C100001891,2022-12-17,BR,522.22,rare
C100001892,2020-06-24,US,127.69,never
C100001893,2021-02-20,US,155.61,never
C100001894,2023-05-25,IN,191.42,rare
C100001895,2020-08-02,IN,883.46,never
C100001896,2021-09-02,AU,36.97,rare
C100001897,2020-06-30,BR,65.65,never
C100001898,2020-12-29,SG,34.91,rare
C100001899,2022-08-04,BR,82.48,frequent
C100001900,2021-10-29,FR,108.68,rare
C100001901,2021-11-03,NG,48.69,frequent
C100001902,2021-02-06,NG,117.43,frequent
C100001903,2022-12-12,SG,32.63,never
C100001904,2022-08-13,GB,88.41,never
C100001905,2022-12-17,NG,812.75,frequent
C100001906,2022-10-05,DE,366.35,frequent
C100001907,2023-04-16,SG,295.15,frequent
C100001908,2023-10-11,SG,89.77,rare
C100001909,2020-03-28,NG,52.66,never
C100001910,2023-08-18,CA,78.32,frequent
C100001911,2020-06-11,BR,234.34,frequent
C100001912,2023-11-28,US,582.99,rare
C100001913,2020-11-16,NG,603.27,frequent
C100001914,2022-08-20,SG,459.72,rare
C100001915,2021-11-22,GB,117.03,frequent
C100001916,2022-10-25,GB,250.77,never
C100001917,2021-12-31,DE,177.44,frequent
C100001918,2022-02-25,AU,200.1,never
C100001919,2021-11-05,BR,1876.43,never
C100001920,2022-05-19,CA,42.01,never
C100001921,2021-10-26,AU,193.51,never
C100001922,2020-09-08,BR,822.01,never
C100001923,2022-03-21,NG,56.49,frequent
C100001924,2022-07-04,FR,128.54,rare
C100001925,2023-05-28,US,144.17,frequent
C100001926,2022-07-06,FR,195.72,never
C100001927,2023-06-06,BR,49.6,never
C100001928,2023-03-17,GB,443.76,rare
C100001929,2020-03-11,DE,476.41,rare
C100001930,2023-07-28,US,406.82,rare
C100001931,2022-01-12,SG,102.48,rare
C100001932,2020-08-26,AU,266.8,rare
C100001933,2020-03-09,AU,99.54,rare
C100001934,2023-05-07,FR,175.46,frequent
